401118;hajvágás (n);haircut;[sound:NewHeadwayInt4HU401118A.mp3];I must go to the hairdresser – I need a haircut!;[sound:NewHeadwayInt4HU401118B.mp3];;X;Unit10
401119;bilincs (pl n);handcuffs;[sound:NewHeadwayInt4HU401119A.mp3];The police put handcuffs on him and took him away.;[sound:NewHeadwayInt4HU401119B.mp3];;X;Unit10
401120;fejfájás (n);headache;[sound:NewHeadwayInt4HU401120A.mp3];I’m going to lie down – I’ve got a headache.;[sound:NewHeadwayInt4HU401120B.mp3];;X;Unit10
401121;reflektor (n);headlight;[sound:NewHeadwayInt4HU401121A.mp3];It was dark, so I switched the car headlights on.;[sound:NewHeadwayInt4HU401121B.mp3];;X;Unit10
401122;főcím (n);headline;[sound:NewHeadwayInt4HU401122A.mp3];The headlines read ‘Girl rescued from fire!’;[sound:NewHeadwayInt4HU401122B.mp3];;X;Unit10
401123;fejhallgató (pl n);headphones;[sound:NewHeadwayInt4HU401123A.mp3];I usually listen to music with headphones;[sound:NewHeadwayInt4HU401123B.mp3];;X;Unit10
401124;székhely, központ (pl n);headquarters;[sound:NewHeadwayInt4HU401124A.mp3];The company’s headquarters are in Paris.;[sound:NewHeadwayInt4HU401124B.mp3];;X;Unit10
401125;sírkő, fejfa (n);headstone;[sound:NewHeadwayInt4HU401125A.mp3];His headstone gives the dates of his birth and death.;[sound:NewHeadwayInt4HU401125B.mp3];;X;Unit10
401126;magas technikai színvonalú (adj);high tech;[sound:NewHeadwayInt4HU401126A.mp3];His car is new and very high tech.;[sound:NewHeadwayInt4HU401126B.mp3];;X;Unit10
401127;házi készítésű (adj);home-made;[sound:NewHeadwayInt4HU401127A.mp3];They sell home-made cakes and biscuits.;[sound:NewHeadwayInt4HU401127B.mp3];;X;Unit10
401128;befolyás (n);influence;[sound:NewHeadwayInt4HU401128A.mp3];New York has an influence throughout the world.;[sound:NewHeadwayInt4HU401128B.mp3];;X;Unit10
401129;belváros (n);inner city;[sound:NewHeadwayInt4HU401129A.mp3];The crime rate is high in the inner city.;[sound:NewHeadwayInt4HU401129B.mp3];;X;Unit10
401130;azonnal (adv);instantly;[sound:NewHeadwayInt4HU401130A.mp3];When I met him, I knew instantly that we were going to be friends.;[sound:NewHeadwayInt4HU401130B.mp3];;X;Unit10
401131;szennyes (n);laundry;[sound:NewHeadwayInt4HU401131A.mp3];His mother still cleans for him and does his laundry.;[sound:NewHeadwayInt4HU401131B.mp3];;X;Unit10
401132;(kimossa a szennyesét) ();(do so’s laundry);[sound:NewHeadwayInt4HU401132A.mp3];;[sound:NewHeadwayInt4HU401132B.mp3];;X;Unit10
401133;bejelentkezik, rámegy (v);log onto;[sound:NewHeadwayInt4HU401133A.mp3];For more information, log onto the BBC website.;[sound:NewHeadwayInt4HU401133B.mp3];;X;Unit10
401134;jelentős, súlyos (adj);major;[sound:NewHeadwayInt4HU401134A.mp3];Having no electricity is a major problem.;[sound:NewHeadwayInt4HU401134B.mp3];;X;Unit10
401135;előre halad (n);make headway;[sound:NewHeadwayInt4HU401135A.mp3];We’ve done quite a lot – I think we’re making headway.;[sound:NewHeadwayInt4HU401135B.mp3];;X;Unit10
401136;motorkerékpár (n);motorbike;[sound:NewHeadwayInt4HU401136A.mp3];A lot of people use motorbikes in cities.;[sound:NewHeadwayInt4HU401136B.mp3];;X;Unit10
401137;autópálya (n);motorway;[sound:NewHeadwayInt4HU401137A.mp3];Driving on a motorway is quicker than driving on small roads.;[sound:NewHeadwayInt4HU401137B.mp3];;X;Unit10
401138;torkolat (n);mouth (of a river);[sound:NewHeadwayInt4HU401138A.mp3];It is located at the mouth of a river.;[sound:NewHeadwayInt4HU401138B.mp3];;X;Unit10
401139;internet, világháló (n);net;[sound:NewHeadwayInt4HU401139A.mp3];The net is the Internet.;[sound:NewHeadwayInt4HU401139B.mp3];;X;Unit10
401140;újságos (n);newsagent;[sound:NewHeadwayInt4HU401140A.mp3];I bought a newspaper from the newsagent.;[sound:NewHeadwayInt4HU401140B.mp3];;X;Unit10
401141;becenév (n);nickname;[sound:NewHeadwayInt4HU401141A.mp3];Its nickname is ‘The Big Apple’.;[sound:NewHeadwayInt4HU401141B.mp3];;X;Unit10
401142;hirdetőtábla (n);notice board;[sound:NewHeadwayInt4HU401142A.mp3];Information about classes is on the notice board.;[sound:NewHeadwayInt4HU401142B.mp3];;X;Unit10
401143;internetes társkereső (n);online dating;[sound:NewHeadwayInt4HU401143A.mp3];She met her husband on an online dating website.;[sound:NewHeadwayInt4HU401143B.mp3];;X;Unit10
401144;képernyőn (n);onscreen;[sound:NewHeadwayInt4HU401144A.mp3];You can read books and watch films onscreen.;[sound:NewHeadwayInt4HU401144B.mp3];;X;Unit10
401145;megoperál (v);operate;[sound:NewHeadwayInt4HU401145A.mp3];Doctors operated to save his leg.;[sound:NewHeadwayInt4HU401145B.mp3];;X;Unit10
401146;eredeti (adj);original;[sound:NewHeadwayInt4HU401146A.mp3];We decided to go back to our original plan.;[sound:NewHeadwayInt4HU401146B.mp3];;X;Unit10
401147;régimódi (adj);outdated;[sound:NewHeadwayInt4HU401147A.mp3];These ideas seem outdated now.;[sound:NewHeadwayInt4HU401147B.mp3];;X;Unit10
401148;palota (n);palace;[sound:NewHeadwayInt4HU401148A.mp3];The king lives in a huge palace.;[sound:NewHeadwayInt4HU401148B.mp3];;X;Unit10
401149;tetőtéri lakás (n);penthouse;[sound:NewHeadwayInt4HU401149A.mp3];He lives in an expensive penthouse apartment.;[sound:NewHeadwayInt4HU401149B.mp3];;X;Unit10
401150;vízvezetékrendszer (n);plumbing;[sound:NewHeadwayInt4HU401150A.mp3];The plumbing is awful – there’s never any hot water!;[sound:NewHeadwayInt4HU401150B.mp3];;X;Unit10
401151;plakát (n);poster;[sound:NewHeadwayInt4HU401151A.mp3];She’s got posters of pop stars on her wall.;[sound:NewHeadwayInt4HU401151B.mp3];;X;Unit10
401152;nyomtat (v);print;[sound:NewHeadwayInt4HU401152A.mp3];His name was printed on the front of the book.;[sound:NewHeadwayInt4HU401152B.mp3];;X;Unit10
401153;újjászületés, újjáépítés (n);regeneration;[sound:NewHeadwayInt4HU401153A.mp3];The area is run-down and in need of regeneration.;[sound:NewHeadwayInt4HU401153B.mp3];;X;Unit10
401154;távkapcsoló (n);remote;[sound:NewHeadwayInt4HU401154A.mp3];Where’s the TV remote? I want to change channels.;[sound:NewHeadwayInt4HU401154B.mp3];;X;Unit10
401155;újjáépítés, felújítás (n);restoration;[sound:NewHeadwayInt4HU401155A.mp3];This money will pay for the restoration of the old theatre.;[sound:NewHeadwayInt4HU401155B.mp3];;X;Unit10
401156;nyugdíjas, visszavonult (adj);retired;[sound:NewHeadwayInt4HU401156A.mp3];Tom doesn’t work now – he’s retired.;[sound:NewHeadwayInt4HU401156B.mp3];;X;Unit10
401157;forgóajtó (n);revolving door;[sound:NewHeadwayInt4HU401157A.mp3];She walked through the revolving door.;[sound:NewHeadwayInt4HU401157B.mp3];;X;Unit10
401158;műholdas navigáció (GPS) (n);satellite navigation;[sound:NewHeadwayInt4HU401158A.mp3];If your car’s got satellite navigation, you can find places easily.;[sound:NewHeadwayInt4HU401158B.mp3];;X;Unit10
401159;éles (adj);sharp;[sound:NewHeadwayInt4HU401159A.mp3];Be careful with that knife – it’s very sharp.;[sound:NewHeadwayInt4HU401159B.mp3];;X;Unit10
401160;szilikon (n);silicon;[sound:NewHeadwayInt4HU401160A.mp3];Silicon is used to make microchips.;[sound:NewHeadwayInt4HU401160B.mp3];;X;Unit10
401161;gördeszkázás (n);skateboarding;[sound:NewHeadwayInt4HU401161A.mp3];A lot of young people enjoy skateboarding.;[sound:NewHeadwayInt4HU401161B.mp3];;X;Unit10
401162;távlati sziluett (n);skyline;[sound:NewHeadwayInt4HU401162A.mp3];The New York skyline is very distinctive.;[sound:NewHeadwayInt4HU401162B.mp3];;X;Unit10
401163;közösségi hálózat (n);social networking;[sound:NewHeadwayInt4HU401163A.mp3];You can put information about yourself on social networking websites.;[sound:NewHeadwayInt4HU401163B.mp3];;X;Unit10
401164;fesztávolság (n);span;[sound:NewHeadwayInt4HU401164A.mp3];The bridge crosses the river in a single span.;[sound:NewHeadwayInt4HU401164B.mp3];;X;Unit10
401165;szobor (n);statue;[sound:NewHeadwayInt4HU401165A.mp3];There’s a statue of Nelson Mandela in London.;[sound:NewHeadwayInt4HU401165B.mp3];;X;Unit10
401166;ragaszt (v);stick;[sound:NewHeadwayInt4HU401166A.mp3];I stuck a stamp onto the envelope.;[sound:NewHeadwayInt4HU401166B.mp3];;X;Unit10
401167;ragadós (adj);sticky;[sound:NewHeadwayInt4HU401167A.mp3];Glue is sticky.;[sound:NewHeadwayInt4HU401167B.mp3];;X;Unit10
401168;tárolás (n);storage;[sound:NewHeadwayInt4HU401168A.mp3];The sheds are useful for storage – we keep all our tools there.;[sound:NewHeadwayInt4HU401168B.mp3];;X;Unit10
401169;napozókrém (n);suncream;[sound:NewHeadwayInt4HU401169A.mp3];Put suncream on before you go out in the sun.;[sound:NewHeadwayInt4HU401169B.mp3];;X;Unit10
401170;napszemüveg (pl n);sunglasses;[sound:NewHeadwayInt4HU401170A.mp3];The sun was bright, so I put my sunglasses on.;[sound:NewHeadwayInt4HU401170B.mp3];;X;Unit10
401171;szállít, ellát valamivel (v);supply;[sound:NewHeadwayInt4HU401171A.mp3];They grow fruit and supply it to supermarkets.;[sound:NewHeadwayInt4HU401171B.mp3];;X;Unit10
401172;felület, felszín (n);surface;[sound:NewHeadwayInt4HU401172A.mp3];Oil floats on the surface of water.;[sound:NewHeadwayInt4HU401172B.mp3];;X;Unit10
401173;sebész (n);surgeon;[sound:NewHeadwayInt4HU401173A.mp3];A surgeon performs operations in a hospital.;[sound:NewHeadwayInt4HU401173B.mp3];;X;Unit10
401174;kapcsol (v);switch;[sound:NewHeadwayInt4HU401174A.mp3];We switched to BBC1 to watch the news.;[sound:NewHeadwayInt4HU401174B.mp3];;X;Unit10
401175;teafilter (n);teabag;[sound:NewHeadwayInt4HU401175A.mp3];I put a teabag in a cup and made some tea.;[sound:NewHeadwayInt4HU401175B.mp3];;X;Unit10
401176;teáscsésze (n);teacup;[sound:NewHeadwayInt4HU401176A.mp3];We drank out of china teacups.;[sound:NewHeadwayInt4HU401176B.mp3];;X;Unit10
401177;teázási idő (n);teatime;[sound:NewHeadwayInt4HU401177A.mp3];Hurry up – it’s nearly teatime!;[sound:NewHeadwayInt4HU401177B.mp3];;X;Unit10
401178;virágzó (adj);thriving;[sound:NewHeadwayInt4HU401178A.mp3];Stamford is a busy, thriving market town.;[sound:NewHeadwayInt4HU401178B.mp3];;X;Unit10
401179;nyomára akad (v);trace;[sound:NewHeadwayInt4HU401179A.mp3];The police have not managed to trace the witness yet.;[sound:NewHeadwayInt4HU401179B.mp3];;X;Unit10
401180;hagyomány (n);tradition;[sound:NewHeadwayInt4HU401180A.mp3];It is a tradition to give presents at Christmas.;[sound:NewHeadwayInt4HU401180B.mp3];;X;Unit10
401181;közlekedési dugó (n);traffic jam;[sound:NewHeadwayInt4HU401181A.mp3];We were stuck in a traffic jam.;[sound:NewHeadwayInt4HU401181B.mp3];;X;Unit10
401182;közlekedési jelzőlámpa (pl n);traffic lights;[sound:NewHeadwayInt4HU401182A.mp3];She stopped at the traffic lights.;[sound:NewHeadwayInt4HU401182B.mp3];;X;Unit10
401183;parkolóőr (n);traffic warden;[sound:NewHeadwayInt4HU401183A.mp3];A traffic warden gave me a parking ticket.;[sound:NewHeadwayInt4HU401183B.mp3];;X;Unit10
401184;átszállít (v);transfer;[sound:NewHeadwayInt4HU401184A.mp3];He was transferred to a different hospital.;[sound:NewHeadwayInt4HU401184B.mp3];;X;Unit10
401185;tranzisztor (n);transistor;[sound:NewHeadwayInt4HU401185A.mp3];A transistor is a small electronic device.;[sound:NewHeadwayInt4HU401185B.mp3];;X;Unit10
401186;kezel (v);treat;[sound:NewHeadwayInt4HU401186A.mp3];We can treat this illness with modern drugs.;[sound:NewHeadwayInt4HU401186B.mp3];;X;Unit10
401187;győzelem (n);triumph;[sound:NewHeadwayInt4HU401187A.mp3];The players lifted the silver cup in triumph.;[sound:NewHeadwayInt4HU401187B.mp3];;X;Unit10
401188;cső, henger (n);tube;[sound:NewHeadwayInt4HU401188A.mp3];She rolled the photograph up and put it into a cardboard tube.;[sound:NewHeadwayInt4HU401188B.mp3];;X;Unit10
401189;osztatlan (adj);undivided;[sound:NewHeadwayInt4HU401189A.mp3];The large office was left undivided into smaller rooms.;[sound:NewHeadwayInt4HU401189B.mp3];;X;Unit10
401190;meg nem erősített, alá nem támasztott (adj);unsupported;[sound:NewHeadwayInt4HU401190A.mp3];Some parts of the roof were left unsupported.;[sound:NewHeadwayInt4HU401190B.mp3];;X;Unit10
401191;várószoba (n);waiting room;[sound:NewHeadwayInt4HU401191A.mp3];Please take a seat in the waiting room.;[sound:NewHeadwayInt4HU401191B.mp3];;X;Unit10
401192;tapéta (n);wallpaper;[sound:NewHeadwayInt4HU401192A.mp3];There was pink wallpaper on the walls.;[sound:NewHeadwayInt4HU401192B.mp3];;X;Unit10
401193;gyapjú (n);wool;[sound:NewHeadwayInt4HU401193A.mp3];Is that jumper made of wool?;[sound:NewHeadwayInt4HU401193B.mp3];;X;Unit10
401194;csomagolópapír (n);wrapping paper;[sound:NewHeadwayInt4HU401194A.mp3];She bought some wrapping paper to wrap up the present.;[sound:NewHeadwayInt4HU401194B.mp3];;X;Unit10
401195;nélkülöz (v);spare;[sound:NewHeadwayInt4HU401195A.mp3];Can you spare a few pounds for charity?;[sound:NewHeadwayInt4HU401195B.mp3];;X;Unit11
401196;ismerős (n);acquaintance;[sound:NewHeadwayInt4HU401196A.mp3];Paul is an acquaintance of mine – we work in the same office.;[sound:NewHeadwayInt4HU401196B.mp3];;X;Unit11
401197;megengedhet magának (anyagilag) (v);afford;[sound:NewHeadwayInt4HU401197A.mp3];I can’t afford to go out tonight – I haven’t got any money.;[sound:NewHeadwayInt4HU401197B.mp3];;X;Unit11
401198;izgatott (adj);agitated;[sound:NewHeadwayInt4HU401198A.mp3];She seemed agitated and couldn’t sit still.;[sound:NewHeadwayInt4HU401198B.mp3];;X;Unit11
401199;évforduló (n);anniversary;[sound:NewHeadwayInt4HU401199A.mp3];It’s our anniversary today – we’ve been married for ten years.;[sound:NewHeadwayInt4HU401199B.mp3];;X;Unit11
401200;különben is (adv);anyway;[sound:NewHeadwayInt4HU401200A.mp3];I don’t want to go for a walk. It’s too cold, and anyway I don’t feel very well.;[sound:NewHeadwayInt4HU401200B.mp3];;X;Unit11
401201;úgy tűnik, hogy ..., állítólag (adv);apparently;[sound:NewHeadwayInt4HU401201A.mp3];I’ve heard that he lives in New York and apparently he’s really rich.;[sound:NewHeadwayInt4HU401201B.mp3];;X;Unit11
401202;sportoló, atléta (n);athlete;[sound:NewHeadwayInt4HU401202A.mp3];Athletes from all over the world compete in the Olympics.;[sound:NewHeadwayInt4HU401202B.mp3];;X;Unit11
401203;kapható, elérhető (adj);available;[sound:NewHeadwayInt4HU401203A.mp3];Tickets are available at the ticket office.;[sound:NewHeadwayInt4HU401203B.mp3];;X;Unit11
401204;elem (n);battery;[sound:NewHeadwayInt4HU401204A.mp3];My camera needs a new battery.;[sound:NewHeadwayInt4HU401204B.mp3];;X;Unit11
401205;visszatükröződik (v);be reflected (in);[sound:NewHeadwayInt4HU401205A.mp3];The moon was reflected in the water of the lake.;[sound:NewHeadwayInt4HU401205B.mp3];;X;Unit11
401206;gyanakodni kezd (v);become suspicious;[sound:NewHeadwayInt4HU401206A.mp3];The police became suspicious because he kept changing his story.;[sound:NewHeadwayInt4HU401206B.mp3];;X;Unit11
401207;tyúkeszű (adj);bird-brained;[sound:NewHeadwayInt4HU401207A.mp3];Who’s that stupid bird-brained boy?;[sound:NewHeadwayInt4HU401207B.mp3];;X;Unit11
401208;kitör (v);break out of;[sound:NewHeadwayInt4HU401208A.mp3];Three prisoners broke out of the prison yesterday.;[sound:NewHeadwayInt4HU401208B.mp3];;X;Unit11
401209;szakít (vkivel) (v);break up;[sound:NewHeadwayInt4HU401209A.mp3];Tom and Carol have broken up – they’re not going out any more.;[sound:NewHeadwayInt4HU401209B.mp3];;X;Unit11
401210;horzsolás, zúzódás (n);bruise;[sound:NewHeadwayInt4HU401210A.mp3];I’ve got a bruise on my arm where I bumped into a door.;[sound:NewHeadwayInt4HU401210B.mp3];;X;Unit11
401211;betör (v);burgle;[sound:NewHeadwayInt4HU401211A.mp3];We’ve been burgled three times.;[sound:NewHeadwayInt4HU401211B.mp3];;X;Unit11
401212;gyertyatartó (n);candlestick;[sound:NewHeadwayInt4HU401212A.mp3];She placed a candlestick on the table and lit the candle.;[sound:NewHeadwayInt4HU401212B.mp3];;X;Unit11
401213;viszlát, szia ();cheers;[sound:NewHeadwayInt4HU401213A.mp3];‘Bye. See you tomorrow.’ ‘OK. Cheers. Bye.’;[sound:NewHeadwayInt4HU401213B.mp3];;X;Unit11
401214;csimpánz (n);chimpanzee;[sound:NewHeadwayInt4HU401214A.mp3];Chimpanzees are closely related to humans.;[sound:NewHeadwayInt4HU401214B.mp3];;X;Unit11
401215;összejön, összefog (v);club together;[sound:NewHeadwayInt4HU401215A.mp3];We clubbed together to buy him a present.;[sound:NewHeadwayInt4HU401215B.mp3];;X;Unit11
401216;nyom (n);clue;[sound:NewHeadwayInt4HU401216A.mp3];The police searched the room for clues.;[sound:NewHeadwayInt4HU401216B.mp3];;X;Unit11
401217;előáll (v);come up with;[sound:NewHeadwayInt4HU401217A.mp3];George came up with a few suggestions.;[sound:NewHeadwayInt4HU401217B.mp3];;X;Unit11
401218;krikett (n);cricket;[sound:NewHeadwayInt4HU401218A.mp3];In cricket, you hit a ball and run between two points.;[sound:NewHeadwayInt4HU401218B.mp3];;X;Unit11
401219;varjú (n);crow;[sound:NewHeadwayInt4HU401219A.mp3];A crow is a large black bird.;[sound:NewHeadwayInt4HU401219B.mp3];;X;Unit11
401220;bűnös, vádlott (n);culprit;[sound:NewHeadwayInt4HU401220A.mp3];This was a serious crime, and the police are determined to find the culprit.;[sound:NewHeadwayInt4HU401220B.mp3];;X;Unit11
401221;kiszárad (v);dehydrate;[sound:NewHeadwayInt4HU401221A.mp3];You will dehydrate if you don’t drink enough.;[sound:NewHeadwayInt4HU401221B.mp3];;X;Unit11
401222;pont (n);dot;[sound:NewHeadwayInt4HU401222A.mp3];Remember to put a dot after www in website addresses.;[sound:NewHeadwayInt4HU401222B.mp3];;X;Unit11
401223;szörnyű (adj);dreadful;[sound:NewHeadwayInt4HU401223A.mp3];Oh, no. That’s dreadful news!;[sound:NewHeadwayInt4HU401223B.mp3];;X;Unit11
401224;száraz (adj);dry;[sound:NewHeadwayInt4HU401224A.mp3];Do you prefer sweet or dry wine?;[sound:NewHeadwayInt4HU401224B.mp3];;X;Unit11
401225;szakít vele, ejti (v);dump;[sound:NewHeadwayInt4HU401225A.mp3];She doesn’t want to go out with Matt any more so she’s going to dump him.;[sound:NewHeadwayInt4HU401225B.mp3];;X;Unit11
401226;házon kívül étkezik (v);eat out;[sound:NewHeadwayInt4HU401226A.mp3];I don’t fancy cooking tonight – shall we eat out?;[sound:NewHeadwayInt4HU401226B.mp3];;X;Unit11
401227;befejezi az evést, mindent megeszik (v);eat up;[sound:NewHeadwayInt4HU401227A.mp3];Come on, eat up. We need to leave soon.;[sound:NewHeadwayInt4HU401227B.mp3];;X;Unit11
401228;alapvető, pofonegyszerű (adj);elementary;[sound:NewHeadwayInt4HU401228A.mp3];It’s not difficult: in fact it’s quite elementary.;[sound:NewHeadwayInt4HU401228B.mp3];;X;Unit11
401229;belépés (n);entry;[sound:NewHeadwayInt4HU401229A.mp3];They managed to gain entry to the empty house.;[sound:NewHeadwayInt4HU401229B.mp3];;X;Unit11
401230;látás (n);eyesight;[sound:NewHeadwayInt4HU401230A.mp3];I need glasses because my eyesight isn’t very good.;[sound:NewHeadwayInt4HU401230B.mp3];;X;Unit11
401231;összeveszik (vkivel) (v);fall out;[sound:NewHeadwayInt4HU401231A.mp3];They used to get on really well, but they’ve fallen out now.;[sound:NewHeadwayInt4HU401231B.mp3];;X;Unit11
401232;(madár)toll (n);feather;[sound:NewHeadwayInt4HU401232A.mp3];Birds are covered in feathers.;[sound:NewHeadwayInt4HU401232B.mp3];;X;Unit11
401233;rájön, kiderít (v);find out;[sound:NewHeadwayInt4HU401233A.mp3];Have you found out where she lives?;[sound:NewHeadwayInt4HU401233B.mp3];;X;Unit11
401234;lakótárs (n);flatmate;[sound:NewHeadwayInt4HU401234A.mp3];She shares a flat with two flatmates.;[sound:NewHeadwayInt4HU401234B.mp3];;X;Unit11
401235;hazárdjátékot játszik (v);gamble;[sound:NewHeadwayInt4HU401235A.mp3];I never play cards for money – I don’t like gambling.;[sound:NewHeadwayInt4HU401235B.mp3];;X;Unit11
401236;közelében tud, együtt van valakivel (v);have around;[sound:NewHeadwayInt4HU401236A.mp3];I like having you around. ;[sound:NewHeadwayInt4HU401236B.mp3];;X;Unit11
401237;remélhetőleg (adv);hopefully;[sound:NewHeadwayInt4HU401237A.mp3];I haven’t got a job yet, but hopefully I’ll find one soon.;[sound:NewHeadwayInt4HU401237B.mp3];;X;Unit11
401238;sietve (adv);hurriedly;[sound:NewHeadwayInt4HU401238A.mp3];She picked up her bag and left hurriedly.;[sound:NewHeadwayInt4HU401238B.mp3];;X;Unit11
401239;teljesen egyforma (adj);identical;[sound:NewHeadwayInt4HU401239A.mp3];The two boys look identical – I can’t tell which is which!;[sound:NewHeadwayInt4HU401239B.mp3];;X;Unit11
401240;türelmetlenül (adv);impatiently;[sound:NewHeadwayInt4HU401240A.mp3];‘Hurry up,’ he shouted impatiently.;[sound:NewHeadwayInt4HU401240B.mp3];;X;Unit11
401241;behatoló (n);intruder;[sound:NewHeadwayInt4HU401241A.mp3];He found an intruder in his house.;[sound:NewHeadwayInt4HU401241B.mp3];;X;Unit11
401242;nyomozás (n);investigation;[sound:NewHeadwayInt4HU401242A.mp3];The police will continue their investigation until they discover the truth.;[sound:NewHeadwayInt4HU401242B.mp3];;X;Unit11
401243;ingerülten (adv);irritably;[sound:NewHeadwayInt4HU401243A.mp3];‘Not now, I’m busy,’ she said irritably.;[sound:NewHeadwayInt4HU401243B.mp3];;X;Unit11
401244;zselé (n);jelly;[sound:NewHeadwayInt4HU401244A.mp3];The kids had ice cream and strawberry jelly.;[sound:NewHeadwayInt4HU401244B.mp3];;X;Unit11
401245;előadás (n);lecture;[sound:NewHeadwayInt4HU401245A.mp3];Some students only have five or six lectures a week.;[sound:NewHeadwayInt4HU401245B.mp3];;X;Unit11
401246;hazug ember (n);liar;[sound:NewHeadwayInt4HU401246A.mp3];He’s not telling the truth – he’s a liar!;[sound:NewHeadwayInt4HU401246B.mp3];;X;Unit11
401247;villámlás (n);lightning;[sound:NewHeadwayInt4HU401247A.mp3];There was a storm, with thunder and lightning.;[sound:NewHeadwayInt4HU401247B.mp3];;X;Unit11
401248;villámhárító (n);lightning conductor;[sound:NewHeadwayInt4HU401248A.mp3];There is always a lightning conductor on the top of a tall building.;[sound:NewHeadwayInt4HU401248B.mp3];;X;Unit11
401249;távolugrás (n);long jump;[sound:NewHeadwayInt4HU401249A.mp3];In long jump, you try to jump as far as you can.;[sound:NewHeadwayInt4HU401249B.mp3];;X;Unit11
401250;úgy néz ki, mint (v);look like;[sound:NewHeadwayInt4HU401250A.mp3];‘What’s that?’ ‘I don’t know. It looks like a bird.’;[sound:NewHeadwayInt4HU401250B.mp3];;X;Unit11
401251;lottó (n);lottery;[sound:NewHeadwayInt4HU401251A.mp3];Are you going to buy a lottery ticket? You might win!;[sound:NewHeadwayInt4HU401251B.mp3];;X;Unit11
401252;rög, darab (n);lump;[sound:NewHeadwayInt4HU401252A.mp3];She put another lump of coal on the fire.;[sound:NewHeadwayInt4HU401252B.mp3];;X;Unit11
401253;kitalál (v);make sth up;[sound:NewHeadwayInt4HU401253A.mp3];Is that true, or did you make it up?;[sound:NewHeadwayInt4HU401253B.mp3];;X;Unit11
401254;kibékül (vkivel) (v);make up (with sb);[sound:NewHeadwayInt4HU401254A.mp3];We had a row last night, but we made up afterwards.;[sound:NewHeadwayInt4HU401254B.mp3];;X;Unit11
401255;utánoz (v);mimic;[sound:NewHeadwayInt4HU401255A.mp3];Some birds can mimic sounds that they hear.;[sound:NewHeadwayInt4HU401255B.mp3];;X;Unit11
401256;ásványvíz (n);mineral water;[sound:NewHeadwayInt4HU401256A.mp3];A sparkling mineral water, please.;[sound:NewHeadwayInt4HU401256B.mp3];;X;Unit11
401257;indíték (n);motive;[sound:NewHeadwayInt4HU401257A.mp3];His motive for the murder was money.;[sound:NewHeadwayInt4HU401257B.mp3];;X;Unit11
401258;természetesen (adv);naturally;[sound:NewHeadwayInt4HU401258A.mp3];They were very close, so naturally she’s upset that they’ve broken up.;[sound:NewHeadwayInt4HU401258B.mp3];;X;Unit11
401259;Vicc nélkül. / Nem viccelek. ();No kidding!;[sound:NewHeadwayInt4HU401259A.mp3];‘We won!’ ‘No kidding! That’s brilliant!’;[sound:NewHeadwayInt4HU401259B.mp3];;X;Unit11
401260;nyílvánvalóan (adv);obviously;[sound:NewHeadwayInt4HU401260A.mp3];It’s raining, so obviously we can’t play tennis.;[sound:NewHeadwayInt4HU401260B.mp3];;X;Unit11
401261;lábujjhegyen ();on tiptoe;[sound:NewHeadwayInt4HU401261A.mp3];I had to stand on tiptoe to reach the top shelf.;[sound:NewHeadwayInt4HU401261B.mp3];;X;Unit11
401262;optikai csalódás (n);optical illusion;[sound:NewHeadwayInt4HU401262A.mp3];I thought there was water on the road, but it was just an optical illusion.;[sound:NewHeadwayInt4HU401262B.mp3];;X;Unit11
401263;elalszik, későn ébred (v);oversleep;[sound:NewHeadwayInt4HU401263A.mp3];I overslept and was late for work.;[sound:NewHeadwayInt4HU401263B.mp3];;X;Unit11
401264;papagáj (n);parrot;[sound:NewHeadwayInt4HU401264A.mp3];Parrots are colourful and live in tropical jungles.;[sound:NewHeadwayInt4HU401264B.mp3];;X;Unit11
401265;személyesen (adv);personally;[sound:NewHeadwayInt4HU401265A.mp3];This car’s quite popular, but personally I don’t like it.;[sound:NewHeadwayInt4HU401265B.mp3];;X;Unit11
401266;feltehetően (adv);presumably;[sound:NewHeadwayInt4HU401266A.mp3];She’s got lots of money, so presumably she can afford it.;[sound:NewHeadwayInt4HU401266B.mp3];;X;Unit11
401267;előléptet (v);promote;[sound:NewHeadwayInt4HU401267A.mp3];My boss has promised to promote me if I continue to work hard.;[sound:NewHeadwayInt4HU401267B.mp3];;X;Unit11
401268;radar (n);radar;[sound:NewHeadwayInt4HU401268A.mp3];Ships use radar to locate other ships.;[sound:NewHeadwayInt4HU401268B.mp3];;X;Unit11
401269;átkutat (v);ransack;[sound:NewHeadwayInt4HU401269A.mp3];Burglars had ransacked the bedroom, looking for jewellery.;[sound:NewHeadwayInt4HU401269B.mp3];;X;Unit11
401270;tényleg (adv);really;[sound:NewHeadwayInt4HU401270A.mp3];‘She’s an actress.’ ‘Really! How exciting!’;[sound:NewHeadwayInt4HU401270B.mp3];;X;Unit11
401271;megtagad, elutasít (v);refuse;[sound:NewHeadwayInt4HU401271A.mp3];She said the meal was awful, and she refused to pay for it.;[sound:NewHeadwayInt4HU401271B.mp3];;X;Unit11
401272;felelős (adj);responsible;[sound:NewHeadwayInt4HU401272A.mp3];Who is responsible for this mess?;[sound:NewHeadwayInt4HU401272B.mp3];;X;Unit11
401273;rögbi (n);rugby;[sound:NewHeadwayInt4HU401273A.mp3];In rugby, you hold the ball and run with it.;[sound:NewHeadwayInt4HU401273B.mp3];;X;Unit11
